date,time,open,high,low,close,volume
2008.01.02,11:00,841,841.5,839.5,840,268
2008.01.02,12:00,839.9,842.4,839.9,842.2,175
2008.01.02,13:00,841.9,843.5,841.6,842.8,269
2008.01.02,14:00,842.9,843.4,841.7,843.4,282
2008.01.02,15:00,843.5,848.3,843.3,845.7,804
2008.01.02,16:00,845.8,846.5,844,844.8,858
2008.01.02,17:00,844.7,853.2,844.7,853,1126
2008.01.02,18:00,853.1,859.1,852.8,857.5,1316
2008.01.02,19:00,857.6,861,855.9,856.2,920
2008.01.02,20:00,856.1,858.3,855.1,856,568
2008.01.02,21:00,855.9,856.5,855.2,856.2,280
2008.01.02,22:00,856.5,858.3,856.4,858.1,260
2008.01.02,23:00,858.2,858.5,856.4,857.3,149
2008.01.03,0:00,857.4,857.8,856.8,857.2,23
2008.01.03,1:00,858.5,858.7,856.2,856.9,169
2008.01.03,2:00,856.6,856.9,855.1,855.6,145
2008.01.03,3:00,855.7,856.1,854.9,856,187
2008.01.03,4:00,855.9,856.1,853,854.5,239
2008.01.03,5:00,854.4,854.7,853.5,854.1,114
2008.01.03,6:00,854.2,856.3,854,856,161
2008.01.03,7:00,855.8,857.3,855.6,856.4,155
2008.01.03,8:00,856.3,857.7,855.7,857.3,190
2008.01.03,9:00,857.4,858,856.1,856.7,246
2008.01.03,10:00,856.9,862.8,856.2,861.7,581
2008.01.03,11:00,861.8,866.1,860.8,864.4,608
2008.01.03,12:00,864.3,866.6,863.6,866.6,398
2008.01.03,13:00,866.8,867.7,864.8,865.5,421
2008.01.03,14:00,865.4,866.7,863.4,864,489
2008.01.03,15:00,863.9,864.6,853.7,854.4,1483
2008.01.03,16:00,854.5,860.2,854.5,859.9,1199
2008.01.03,17:00,860,861.9,857.1,861.5,1387
2008.01.03,18:00,861.6,869,860.7,867.8,992
2008.01.03,19:00,867.9,868,862.6,865.4,988
2008.01.03,20:00,865.5,866.2,864.2,864.9,648
2008.01.03,21:00,864.8,864.8,860.4,862,482
2008.01.03,22:00,862.1,865.3,861.3,864.8,309
2008.01.03,23:00,864.9,864.9,862.5,864.4,163
2008.01.04,0:00,864.5,864.5,863,863.5,37
2008.01.04,1:00,862.6,864.7,861.8,864.6,134
2008.01.04,2:00,864.4,866.9,863.8,865.5,324
2008.01.04,3:00,865.2,865.3,864.1,864.6,191
2008.01.04,4:00,864.5,865,863.8,864.8,141
2008.01.04,5:00,864.9,864.9,863.5,864,85
2008.01.04,6:00,864.1,864.8,863.6,864.8,96
2008.01.04,7:00,864.9,864.9,863,863.3,177
2008.01.04,8:00,863.4,864,862.2,863.5,187
2008.01.04,9:00,863.4,864.5,861.2,861.3,255
2008.01.04,10:00,861.4,862,860.2,861.4,343
2008.01.04,11:00,861.5,861.6,857.2,858.9,483
2008.01.04,12:00,858.8,859.5,856.5,857.9,402
2008.01.04,13:00,858,862.3,858,861.2,367
2008.01.04,14:00,861.1,861.8,859.9,861.8,297
2008.01.04,15:00,861.6,868.5,860.4,864.9,1346
2008.01.04,16:00,864.8,864.9,856.3,857.8,1511
2008.01.04,17:00,857.7,859.6,853.9,859.3,1297
2008.01.04,18:00,859.4,862.7,856.5,862.6,940
2008.01.04,19:00,862.7,863.6,861.1,862.7,762
2008.01.04,20:00,862.6,863.6,859.5,861.7,585
2008.01.04,21:00,861.6,862.2,859.6,859.7,393
2008.01.04,22:00,859.6,860.7,859.4,860.7,349
2008.01.04,23:00,860.6,861,859.1,859.2,138
2008.01.07,1:00,859.5,862.3,859.5,861.8,183
2008.01.07,2:00,861.9,861.9,858.7,858.8,279
2008.01.07,3:00,859,859.4,857.7,858.7,251
2008.01.07,4:00,858.8,859.3,855.6,856.2,327
2008.01.07,5:00,856.1,857.1,855,857,361
2008.01.07,6:00,856.9,857.2,854.8,855.5,183
2008.01.07,7:00,855.6,856.5,855.3,855.5,171
2008.01.07,8:00,855.6,857.1,855.4,857.1,167
2008.01.07,9:00,857,857.6,855.3,855.7,252
2008.01.07,10:00,855.6,858.5,855.3,858.1,344
2008.01.07,11:00,858.2,859.6,857.9,858.4,245
2008.01.07,12:00,858.5,859.1,855.9,858.8,291
2008.01.07,13:00,859,862.2,858.9,859.8,444
2008.01.07,14:00,859.9,862.6,859.1,861.3,415
2008.01.07,15:00,861.2,864.7,860.8,863.5,666
2008.01.07,16:00,863.6,863.7,858.5,859.8,872
2008.01.07,17:00,859.7,861.1,856.3,859.1,1090
2008.01.07,18:00,859,861.7,855.7,860,1309
2008.01.07,19:00,860.1,860.8,858.9,859.3,549
2008.01.07,20:00,859.4,859.9,857.8,858.8,383
2008.01.07,21:00,858.9,859.5,857.3,857.5,346
2008.01.07,22:00,857.6,857.6,856.8,857.5,178
2008.01.07,23:00,857.6,857.7,857.2,857.6,86
2008.01.08,0:00,857.5,857.8,857,857.2,31
2008.01.08,1:00,857.4,857.5,856.6,857,90
2008.01.08,2:00,857.1,860.2,857,860,222
2008.01.08,3:00,859.7,861.2,859.5,860.8,246
2008.01.08,4:00,860.9,862.1,860.4,861.4,207
2008.01.08,5:00,861.3,863.2,861.2,862.4,192
2008.01.08,6:00,862.2,862.8,860.8,861.9,179
2008.01.08,7:00,862,862.9,861.8,862.5,158
2008.01.08,8:00,862.6,863.3,861.5,863.3,171
2008.01.08,9:00,863.2,867.9,862.9,866.4,449
2008.01.08,10:00,866.5,875.8,865.7,873.4,862
2008.01.08,11:00,873.3,874.5,871.6,873,498
2008.01.08,12:00,873.1,873.5,871.8,872.2,334
2008.01.08,13:00,872.3,875.2,871,874.5,485
2008.01.08,14:00,874.4,876.2,873.5,874.5,545
2008.01.08,15:00,874.6,874.7,871,871.6,909
2008.01.08,16:00,871.5,874.3,871.2,873.9,966
2008.01.08,17:00,874,875,871.6,872.2,687
2008.01.08,18:00,872.1,879.8,871.9,877.3,995
2008.01.08,19:00,877.2,880.6,877.1,878.1,897
2008.01.08,20:00,878,878.3,876.8,878,402
2008.01.08,21:00,877.9,878.5,877.4,877.9,287
2008.01.08,22:00,877.8,878.6,876.6,877.6,228
2008.01.08,23:00,877.7,878,876.9,877.5,150
2008.01.09,0:00,877.4,878,877.4,877.9,27
2008.01.09,1:00,877.4,883.4,877.3,882.4,216
2008.01.09,2:00,882.6,891.1,880.2,890.3,821
2008.01.09,3:00,890.2,890.8,886.1,888.2,668
2008.01.09,4:00,888.1,888.2,884.3,887.2,373
2008.01.09,5:00,887.3,888.2,886.1,887.1,280
